match,start_time,player_name,player_team,market,line,over_price,under_price,margin,agency
New York Giants v Cincinnati Bengals,2024-10-14T00:20:00.000Z,Eric Gray,New York Giants,Receiving Yards,29.5,7,NA,NA,TAB
New York Giants v Cincinnati Bengals,2024-10-14T00:20:00.000Z,Eric Gray,New York Giants,Receiving Yards,39.5,11,NA,NA,TAB
New York Giants v Cincinnati Bengals,2024-10-14T00:20:00.000Z,Eric Gray,New York Giants,Receiving Yards,49.5,21,NA,NA,TAB
New York Giants v Cincinnati Bengals,2024-10-14T00:20:00.000Z,Erick All,Cincinnati Bengals,Receiving Yards,9.5,1.4,NA,NA,TAB
New York Giants v Cincinnati Bengals,2024-10-14T00:20:00.000Z,Erick All,Cincinnati Bengals,Receiving Yards,19.5,2.05,NA,NA,TAB
New York Giants v Cincinnati Bengals,2024-10-14T00:20:00.000Z,Erick All,Cincinnati Bengals,Receiving Yards,20.5,2.2,1.62,1.072,TAB
New York Giants v Cincinnati Bengals,2024-10-14T00:20:00.000Z,Erick All,Cincinnati Bengals,Receiving Yards,29.5,3.2,NA,NA,TAB
New York Giants v Cincinnati Bengals,2024-10-14T00:20:00.000Z,Erick All,Cincinnati Bengals,Receiving Yards,39.5,5.25,NA,NA,TAB
New York Giants v Cincinnati Bengals,2024-10-14T00:20:00.000Z,Erick All,Cincinnati Bengals,Receiving Yards,49.5,8.5,NA,NA,TAB
New York Giants v Cincinnati Bengals,2024-10-14T00:20:00.000Z,Erick All,Cincinnati Bengals,Receiving Yards,59.5,13,NA,NA,TAB
New York Giants v Cincinnati Bengals,2024-10-14T00:20:00.000Z,Erick All,Cincinnati Bengals,Receiving Yards,69.5,21,NA,NA,TAB
New York Giants v Cincinnati Bengals,2024-10-14T00:20:00.000Z,J Chase,NA,Receiving Yards,39.5,1.11,NA,NA,TAB
New York Giants v Cincinnati Bengals,2024-10-14T00:20:00.000Z,J Chase,NA,Receiving Yards,49.5,1.24,NA,NA,TAB
New York Giants v Cincinnati Bengals,2024-10-14T00:20:00.000Z,J Chase,NA,Receiving Yards,59.5,1.42,NA,NA,TAB
New York Giants v Cincinnati Bengals,2024-10-14T00:20:00.000Z,J Chase,NA,Receiving Yards,69.5,1.68,NA,NA,TAB
New York Giants v Cincinnati Bengals,2024-10-14T00:20:00.000Z,J Chase,NA,Receiving Yards,79.5,2,NA,NA,TAB
New York Giants v Cincinnati Bengals,2024-10-14T00:20:00.000Z,J Chase,NA,Receiving Yards,80.5,2.05,1.72,1.069,TAB
New York Giants v Cincinnati Bengals,2024-10-14T00:20:00.000Z,J Chase,NA,Receiving Yards,89.5,2.4,NA,NA,TAB
New York Giants v Cincinnati Bengals,2024-10-14T00:20:00.000Z,J Chase,NA,Receiving Yards,99.5,3,NA,NA,TAB
New York Giants v Cincinnati Bengals,2024-10-14T00:20:00.000Z,J Chase,NA,Receiving Yards,109.5,3.8,NA,NA,TAB
New York Giants v Cincinnati Bengals,2024-10-14T00:20:00.000Z,J Chase,NA,Receiving Yards,119.5,5,NA,NA,TAB
New York Giants v Cincinnati Bengals,2024-10-14T00:20:00.000Z,Jalin Hyatt,New York Giants,Receiving Yards,9.5,1.26,NA,NA,TAB
New York Giants v Cincinnati Bengals,2024-10-14T00:20:00.000Z,Jalin Hyatt,New York Giants,Receiving Yards,19.5,1.72,NA,NA,TAB
New York Giants v Cincinnati Bengals,2024-10-14T00:20:00.000Z,Jalin Hyatt,New York Giants,Receiving Yards,25.5,2.15,1.65,1.071,TAB
New York Giants v Cincinnati Bengals,2024-10-14T00:20:00.000Z,Jalin Hyatt,New York Giants,Receiving Yards,29.5,2.45,NA,NA,TAB
New York Giants v Cincinnati Bengals,2024-10-14T00:20:00.000Z,Jalin Hyatt,New York Giants,Receiving Yards,39.5,3.7,NA,NA,TAB
New York Giants v Cincinnati Bengals,2024-10-14T00:20:00.000Z,Jalin Hyatt,New York Giants,Receiving Yards,49.5,5.75,NA,NA,TAB
New York Giants v Cincinnati Bengals,2024-10-14T00:20:00.000Z,Jalin Hyatt,New York Giants,Receiving Yards,59.5,9,NA,NA,TAB
New York Giants v Cincinnati Bengals,2024-10-14T00:20:00.000Z,Jalin Hyatt,New York Giants,Receiving Yards,69.5,13,NA,NA,TAB
New York Giants v Cincinnati Bengals,2024-10-14T00:20:00.000Z,Jalin Hyatt,New York Giants,Receiving Yards,79.5,21,NA,NA,TAB
New York Giants v Cincinnati Bengals,2024-10-14T00:20:00.000Z,M Gesicki,NA,Receiving Yards,9.5,1.28,NA,NA,TAB
New York Giants v Cincinnati Bengals,2024-10-14T00:20:00.000Z,M Gesicki,NA,Receiving Yards,19.5,1.75,NA,NA,TAB
New York Giants v Cincinnati Bengals,2024-10-14T00:20:00.000Z,M Gesicki,NA,Receiving Yards,25.5,2.2,1.62,1.072,TAB
New York Giants v Cincinnati Bengals,2024-10-14T00:20:00.000Z,M Gesicki,NA,Receiving Yards,29.5,2.55,NA,NA,TAB
New York Giants v Cincinnati Bengals,2024-10-14T00:20:00.000Z,M Gesicki,NA,Receiving Yards,39.5,3.8,NA,NA,TAB
New York Giants v Cincinnati Bengals,2024-10-14T00:20:00.000Z,M Gesicki,NA,Receiving Yards,49.5,6,NA,NA,TAB
New York Giants v Cincinnati Bengals,2024-10-14T00:20:00.000Z,M Gesicki,NA,Receiving Yards,59.5,9,NA,NA,TAB
New York Giants v Cincinnati Bengals,2024-10-14T00:20:00.000Z,M Gesicki,NA,Receiving Yards,69.5,13,NA,NA,TAB
New York Giants v Cincinnati Bengals,2024-10-14T00:20:00.000Z,M Gesicki,NA,Receiving Yards,79.5,21,NA,NA,TAB
New York Giants v Cincinnati Bengals,2024-10-14T00:20:00.000Z,T Johnson,NA,Receiving Yards,9.5,1.13,NA,NA,TAB
New York Giants v Cincinnati Bengals,2024-10-14T00:20:00.000Z,T Johnson,NA,Receiving Yards,19.5,1.45,NA,NA,TAB
New York Giants v Cincinnati Bengals,2024-10-14T00:20:00.000Z,T Johnson,NA,Receiving Yards,29.5,1.95,NA,NA,TAB
New York Giants v Cincinnati Bengals,2024-10-14T00:20:00.000Z,T Johnson,NA,Receiving Yards,30.5,2.05,1.72,1.069,TAB
New York Giants v Cincinnati Bengals,2024-10-14T00:20:00.000Z,T Johnson,NA,Receiving Yards,39.5,2.7,NA,NA,TAB
New York Giants v Cincinnati Bengals,2024-10-14T00:20:00.000Z,T Johnson,NA,Receiving Yards,49.5,3.9,NA,NA,TAB
New York Giants v Cincinnati Bengals,2024-10-14T00:20:00.000Z,T Johnson,NA,Receiving Yards,59.5,6,NA,NA,TAB
New York Giants v Cincinnati Bengals,2024-10-14T00:20:00.000Z,T Johnson,NA,Receiving Yards,69.5,8.5,NA,NA,TAB
New York Giants v Cincinnati Bengals,2024-10-14T00:20:00.000Z,T Johnson,NA,Receiving Yards,79.5,13,NA,NA,TAB
New York Giants v Cincinnati Bengals,2024-10-14T00:20:00.000Z,T Johnson,NA,Receiving Yards,89.5,19,NA,NA,TAB
New York Giants v Cincinnati Bengals,2024-10-14T00:20:00.000Z,T Tracy,NA,Receiving Yards,9.5,1.55,NA,NA,TAB
New York Giants v Cincinnati Bengals,2024-10-14T00:20:00.000Z,T Tracy,NA,Receiving Yards,15.5,2.05,1.72,1.069,TAB
New York Giants v Cincinnati Bengals,2024-10-14T00:20:00.000Z,T Tracy,NA,Receiving Yards,19.5,2.45,NA,NA,TAB
New York Giants v Cincinnati Bengals,2024-10-14T00:20:00.000Z,T Tracy,NA,Receiving Yards,29.5,4,NA,NA,TAB
New York Giants v Cincinnati Bengals,2024-10-14T00:20:00.000Z,T Tracy,NA,Receiving Yards,39.5,7,NA,NA,TAB
New York Giants v Cincinnati Bengals,2024-10-14T00:20:00.000Z,T Tracy,NA,Receiving Yards,49.5,11,NA,NA,TAB
New York Giants v Cincinnati Bengals,2024-10-14T00:20:00.000Z,T Tracy,NA,Receiving Yards,59.5,17,NA,NA,TAB
New York Giants v Cincinnati Bengals,2024-10-14T00:20:00.000Z,Tee Higgins,Cincinnati Bengals,Receiving Yards,29.5,1.16,NA,NA,TAB
New York Giants v Cincinnati Bengals,2024-10-14T00:20:00.000Z,Tee Higgins,Cincinnati Bengals,Receiving Yards,39.5,1.34,NA,NA,TAB
New York Giants v Cincinnati Bengals,2024-10-14T00:20:00.000Z,Tee Higgins,Cincinnati Bengals,Receiving Yards,49.5,1.6,NA,NA,TAB
New York Giants v Cincinnati Bengals,2024-10-14T00:20:00.000Z,Tee Higgins,Cincinnati Bengals,Receiving Yards,59.5,1.95,NA,NA,TAB
New York Giants v Cincinnati Bengals,2024-10-14T00:20:00.000Z,Tee Higgins,Cincinnati Bengals,Receiving Yards,60.5,2.05,1.72,1.069,TAB
New York Giants v Cincinnati Bengals,2024-10-14T00:20:00.000Z,Tee Higgins,Cincinnati Bengals,Receiving Yards,69.5,2.45,NA,NA,TAB
New York Giants v Cincinnati Bengals,2024-10-14T00:20:00.000Z,Tee Higgins,Cincinnati Bengals,Receiving Yards,79.5,3.2,NA,NA,TAB
New York Giants v Cincinnati Bengals,2024-10-14T00:20:00.000Z,Tee Higgins,Cincinnati Bengals,Receiving Yards,89.5,4.25,NA,NA,TAB
New York Giants v Cincinnati Bengals,2024-10-14T00:20:00.000Z,Wan'Dale Robinson,New York Giants,Receiving Yards,19.5,1.07,NA,NA,TAB
New York Giants v Cincinnati Bengals,2024-10-14T00:20:00.000Z,Wan'Dale Robinson,New York Giants,Receiving Yards,29.5,1.22,NA,NA,TAB
New York Giants v Cincinnati Bengals,2024-10-14T00:20:00.000Z,Wan'Dale Robinson,New York Giants,Receiving Yards,39.5,1.45,NA,NA,TAB
New York Giants v Cincinnati Bengals,2024-10-14T00:20:00.000Z,Wan'Dale Robinson,New York Giants,Receiving Yards,49.5,1.75,NA,NA,TAB
New York Giants v Cincinnati Bengals,2024-10-14T00:20:00.000Z,Wan'Dale Robinson,New York Giants,Receiving Yards,55.5,2.05,1.72,1.069,TAB
New York Giants v Cincinnati Bengals,2024-10-14T00:20:00.000Z,Wan'Dale Robinson,New York Giants,Receiving Yards,59.5,2.2,NA,NA,TAB
New York Giants v Cincinnati Bengals,2024-10-14T00:20:00.000Z,Wan'Dale Robinson,New York Giants,Receiving Yards,69.5,2.9,NA,NA,TAB
New York Giants v Cincinnati Bengals,2024-10-14T00:20:00.000Z,Wan'Dale Robinson,New York Giants,Receiving Yards,79.5,3.8,NA,NA,TAB
New York Giants v Cincinnati Bengals,2024-10-14T00:20:00.000Z,Wan'Dale Robinson,New York Giants,Receiving Yards,89.5,5.25,NA,NA,TAB
New York Giants v Cincinnati Bengals,2024-10-14T00:20:00.000Z,Zack Moss,Cincinnati Bengals,Receiving Yards,9.5,1.46,NA,NA,TAB
New York Giants v Cincinnati Bengals,2024-10-14T00:20:00.000Z,Zack Moss,Cincinnati Bengals,Receiving Yards,19.5,2.2,NA,NA,TAB
New York Giants v Cincinnati Bengals,2024-10-14T00:20:00.000Z,Zack Moss,Cincinnati Bengals,Receiving Yards,20.5,2.35,1.55,1.071,TAB
New York Giants v Cincinnati Bengals,2024-10-14T00:20:00.000Z,Zack Moss,Cincinnati Bengals,Receiving Yards,29.5,3.5,NA,NA,TAB
New York Giants v Cincinnati Bengals,2024-10-14T00:20:00.000Z,Zack Moss,Cincinnati Bengals,Receiving Yards,39.5,5.75,NA,NA,TAB
New York Giants v Cincinnati Bengals,2024-10-14T00:20:00.000Z,Zack Moss,Cincinnati Bengals,Receiving Yards,49.5,9,NA,NA,TAB
New York Giants v Cincinnati Bengals,2024-10-14T00:20:00.000Z,Zack Moss,Cincinnati Bengals,Receiving Yards,59.5,15,NA,NA,TAB
New York Jets v Buffalo Bills,2024-10-15T00:15:00.000Z,A Lazard,NA,Receiving Yards,9.5,1.07,NA,NA,TAB
New York Jets v Buffalo Bills,2024-10-15T00:15:00.000Z,A Lazard,NA,Receiving Yards,19.5,1.29,NA,NA,TAB
New York Jets v Buffalo Bills,2024-10-15T00:15:00.000Z,A Lazard,NA,Receiving Yards,29.5,1.65,NA,NA,TAB
New York Jets v Buffalo Bills,2024-10-15T00:15:00.000Z,A Lazard,NA,Receiving Yards,39.5,2.15,NA,NA,TAB
New York Jets v Buffalo Bills,2024-10-15T00:15:00.000Z,A Lazard,NA,Receiving Yards,40.5,2.25,1.6,1.069,TAB
New York Jets v Buffalo Bills,2024-10-15T00:15:00.000Z,A Lazard,NA,Receiving Yards,49.5,3,NA,NA,TAB
New York Jets v Buffalo Bills,2024-10-15T00:15:00.000Z,A Lazard,NA,Receiving Yards,59.5,4.25,NA,NA,TAB
New York Jets v Buffalo Bills,2024-10-15T00:15:00.000Z,A Lazard,NA,Receiving Yards,69.5,6,NA,NA,TAB
New York Jets v Buffalo Bills,2024-10-15T00:15:00.000Z,A Lazard,NA,Receiving Yards,79.5,9,NA,NA,TAB
New York Jets v Buffalo Bills,2024-10-15T00:15:00.000Z,A Lazard,NA,Receiving Yards,89.5,13,NA,NA,TAB
New York Jets v Buffalo Bills,2024-10-15T00:15:00.000Z,Breece Hall,New York Jets,Receiving Yards,9.5,1.17,NA,NA,TAB
New York Jets v Buffalo Bills,2024-10-15T00:15:00.000Z,Breece Hall,New York Jets,Receiving Yards,19.5,1.55,NA,NA,TAB
New York Jets v Buffalo Bills,2024-10-15T00:15:00.000Z,Breece Hall,New York Jets,Receiving Yards,29.5,2.15,NA,NA,TAB
New York Jets v Buffalo Bills,2024-10-15T00:15:00.000Z,Breece Hall,New York Jets,Receiving Yards,30.5,2.3,1.58,1.068,TAB
New York Jets v Buffalo Bills,2024-10-15T00:15:00.000Z,Breece Hall,New York Jets,Receiving Yards,39.5,3.2,NA,NA,TAB
New York Jets v Buffalo Bills,2024-10-15T00:15:00.000Z,Breece Hall,New York Jets,Receiving Yards,49.5,5,NA,NA,TAB
New York Jets v Buffalo Bills,2024-10-15T00:15:00.000Z,Breece Hall,New York Jets,Receiving Yards,59.5,7.5,NA,NA,TAB
New York Jets v Buffalo Bills,2024-10-15T00:15:00.000Z,Breece Hall,New York Jets,Receiving Yards,69.5,11,NA,NA,TAB
New York Jets v Buffalo Bills,2024-10-15T00:15:00.000Z,Breece Hall,New York Jets,Receiving Yards,79.5,17,NA,NA,TAB
New York Jets v Buffalo Bills,2024-10-15T00:15:00.000Z,Dalton Kincaid,Buffalo Bills,Receiving Yards,19.5,1.2,NA,NA,TAB
New York Jets v Buffalo Bills,2024-10-15T00:15:00.000Z,Dalton Kincaid,Buffalo Bills,Receiving Yards,29.5,1.48,NA,NA,TAB
New York Jets v Buffalo Bills,2024-10-15T00:15:00.000Z,Dalton Kincaid,Buffalo Bills,Receiving Yards,39.5,1.85,NA,NA,TAB
New York Jets v Buffalo Bills,2024-10-15T00:15:00.000Z,Dalton Kincaid,Buffalo Bills,Receiving Yards,45.5,2.2,1.62,1.072,TAB
New York Jets v Buffalo Bills,2024-10-15T00:15:00.000Z,Dalton Kincaid,Buffalo Bills,Receiving Yards,49.5,2.45,NA,NA,TAB
New York Jets v Buffalo Bills,2024-10-15T00:15:00.000Z,Dalton Kincaid,Buffalo Bills,Receiving Yards,59.5,3.4,NA,NA,TAB
New York Jets v Buffalo Bills,2024-10-15T00:15:00.000Z,Dalton Kincaid,Buffalo Bills,Receiving Yards,69.5,4.6,NA,NA,TAB
New York Jets v Buffalo Bills,2024-10-15T00:15:00.000Z,Dalton Kincaid,Buffalo Bills,Receiving Yards,79.5,6.5,NA,NA,TAB
New York Jets v Buffalo Bills,2024-10-15T00:15:00.000Z,Dalton Kincaid,Buffalo Bills,Receiving Yards,89.5,9,NA,NA,TAB
New York Jets v Buffalo Bills,2024-10-15T00:15:00.000Z,Dawson Knox,Buffalo Bills,Receiving Yards,9.5,1.9,NA,NA,TAB
New York Jets v Buffalo Bills,2024-10-15T00:15:00.000Z,Dawson Knox,Buffalo Bills,Receiving Yards,15.5,2.6,1.46,1.07,TAB
New York Jets v Buffalo Bills,2024-10-15T00:15:00.000Z,Dawson Knox,Buffalo Bills,Receiving Yards,19.5,3.3,NA,NA,TAB
New York Jets v Buffalo Bills,2024-10-15T00:15:00.000Z,Dawson Knox,Buffalo Bills,Receiving Yards,29.5,6,NA,NA,TAB
New York Jets v Buffalo Bills,2024-10-15T00:15:00.000Z,Dawson Knox,Buffalo Bills,Receiving Yards,39.5,11,NA,NA,TAB
New York Jets v Buffalo Bills,2024-10-15T00:15:00.000Z,Dawson Knox,Buffalo Bills,Receiving Yards,49.5,17,NA,NA,TAB
New York Jets v Buffalo Bills,2024-10-15T00:15:00.000Z,Garrett Wilson,New York Jets,Receiving Yards,19.5,1.06,NA,NA,TAB
New York Jets v Buffalo Bills,2024-10-15T00:15:00.000Z,Garrett Wilson,New York Jets,Receiving Yards,29.5,1.18,NA,NA,TAB
New York Jets v Buffalo Bills,2024-10-15T00:15:00.000Z,Garrett Wilson,New York Jets,Receiving Yards,39.5,1.38,NA,NA,TAB
New York Jets v Buffalo Bills,2024-10-15T00:15:00.000Z,Garrett Wilson,New York Jets,Receiving Yards,49.5,1.65,NA,NA,TAB
New York Jets v Buffalo Bills,2024-10-15T00:15:00.000Z,Garrett Wilson,New York Jets,Receiving Yards,59.5,2,NA,NA,TAB
New York Jets v Buffalo Bills,2024-10-15T00:15:00.000Z,Garrett Wilson,New York Jets,Receiving Yards,60.5,2.05,1.72,1.069,TAB
New York Jets v Buffalo Bills,2024-10-15T00:15:00.000Z,Garrett Wilson,New York Jets,Receiving Yards,69.5,2.5,NA,NA,TAB
New York Jets v Buffalo Bills,2024-10-15T00:15:00.000Z,Garrett Wilson,New York Jets,Receiving Yards,79.5,3.2,NA,NA,TAB
New York Jets v Buffalo Bills,2024-10-15T00:15:00.000Z,Garrett Wilson,New York Jets,Receiving Yards,89.5,4.25,NA,NA,TAB
New York Jets v Buffalo Bills,2024-10-15T00:15:00.000Z,Garrett Wilson,New York Jets,Receiving Yards,99.5,5.75,NA,NA,TAB
New York Jets v Buffalo Bills,2024-10-15T00:15:00.000Z,James Cook,Buffalo Bills,Receiving Yards,9.5,1.5,NA,NA,TAB
New York Jets v Buffalo Bills,2024-10-15T00:15:00.000Z,James Cook,Buffalo Bills,Receiving Yards,19.5,2.3,NA,NA,TAB
New York Jets v Buffalo Bills,2024-10-15T00:15:00.000Z,James Cook,Buffalo Bills,Receiving Yards,20.5,2.45,1.52,1.066,TAB
New York Jets v Buffalo Bills,2024-10-15T00:15:00.000Z,James Cook,Buffalo Bills,Receiving Yards,29.5,3.7,NA,NA,TAB
New York Jets v Buffalo Bills,2024-10-15T00:15:00.000Z,James Cook,Buffalo Bills,Receiving Yards,39.5,6,NA,NA,TAB
New York Jets v Buffalo Bills,2024-10-15T00:15:00.000Z,James Cook,Buffalo Bills,Receiving Yards,49.5,10,NA,NA,TAB
New York Jets v Buffalo Bills,2024-10-15T00:15:00.000Z,James Cook,Buffalo Bills,Receiving Yards,59.5,15,NA,NA,TAB
New York Jets v Buffalo Bills,2024-10-15T00:15:00.000Z,K Coleman,NA,Receiving Yards,9.5,1.06,NA,NA,TAB
New York Jets v Buffalo Bills,2024-10-15T00:15:00.000Z,K Coleman,NA,Receiving Yards,19.5,1.26,NA,NA,TAB
New York Jets v Buffalo Bills,2024-10-15T00:15:00.000Z,K Coleman,NA,Receiving Yards,29.5,1.58,NA,NA,TAB
New York Jets v Buffalo Bills,2024-10-15T00:15:00.000Z,K Coleman,NA,Receiving Yards,39.5,2.05,NA,NA,TAB
New York Jets v Buffalo Bills,2024-10-15T00:15:00.000Z,K Coleman,NA,Receiving Yards,40.5,2.15,1.65,1.071,TAB
New York Jets v Buffalo Bills,2024-10-15T00:15:00.000Z,K Coleman,NA,Receiving Yards,49.5,2.75,NA,NA,TAB
New York Jets v Buffalo Bills,2024-10-15T00:15:00.000Z,K Coleman,NA,Receiving Yards,59.5,3.8,NA,NA,TAB
New York Jets v Buffalo Bills,2024-10-15T00:15:00.000Z,K Coleman,NA,Receiving Yards,69.5,5.5,NA,NA,TAB
New York Jets v Buffalo Bills,2024-10-15T00:15:00.000Z,K Coleman,NA,Receiving Yards,79.5,8,NA,NA,TAB
New York Jets v Buffalo Bills,2024-10-15T00:15:00.000Z,K Coleman,NA,Receiving Yards,89.5,11,NA,NA,TAB
New York Jets v Buffalo Bills,2024-10-15T00:15:00.000Z,M Williams,NA,Receiving Yards,9.5,1.13,NA,NA,TAB
New York Jets v Buffalo Bills,2024-10-15T00:15:00.000Z,M Williams,NA,Receiving Yards,19.5,1.45,NA,NA,TAB
New York Jets v Buffalo Bills,2024-10-15T00:15:00.000Z,M Williams,NA,Receiving Yards,29.5,1.95,NA,NA,TAB
New York Jets v Buffalo Bills,2024-10-15T00:15:00.000Z,M Williams,NA,Receiving Yards,30.5,2.05,1.72,1.069,TAB
New York Jets v Buffalo Bills,2024-10-15T00:15:00.000Z,M Williams,NA,Receiving Yards,39.5,2.7,NA,NA,TAB
New York Jets v Buffalo Bills,2024-10-15T00:15:00.000Z,M Williams,NA,Receiving Yards,49.5,3.9,NA,NA,TAB
New York Jets v Buffalo Bills,2024-10-15T00:15:00.000Z,M Williams,NA,Receiving Yards,59.5,6,NA,NA,TAB
New York Jets v Buffalo Bills,2024-10-15T00:15:00.000Z,M Williams,NA,Receiving Yards,69.5,8.5,NA,NA,TAB
New York Jets v Buffalo Bills,2024-10-15T00:15:00.000Z,M Williams,NA,Receiving Yards,79.5,13,NA,NA,TAB
New York Jets v Buffalo Bills,2024-10-15T00:15:00.000Z,M Williams,NA,Receiving Yards,89.5,19,NA,NA,TAB
New York Jets v Buffalo Bills,2024-10-15T00:15:00.000Z,Tyler Conklin,New York Jets,Receiving Yards,9.5,1.15,NA,NA,TAB
New York Jets v Buffalo Bills,2024-10-15T00:15:00.000Z,Tyler Conklin,New York Jets,Receiving Yards,19.5,1.48,NA,NA,TAB
New York Jets v Buffalo Bills,2024-10-15T00:15:00.000Z,Tyler Conklin,New York Jets,Receiving Yards,29.5,2,NA,NA,TAB
New York Jets v Buffalo Bills,2024-10-15T00:15:00.000Z,Tyler Conklin,New York Jets,Receiving Yards,30.5,2.1,1.68,1.071,TAB
New York Jets v Buffalo Bills,2024-10-15T00:15:00.000Z,Tyler Conklin,New York Jets,Receiving Yards,39.5,2.8,NA,NA,TAB
New York Jets v Buffalo Bills,2024-10-15T00:15:00.000Z,Tyler Conklin,New York Jets,Receiving Yards,49.5,4,NA,NA,TAB
New York Jets v Buffalo Bills,2024-10-15T00:15:00.000Z,Tyler Conklin,New York Jets,Receiving Yards,59.5,6.5,NA,NA,TAB
New York Jets v Buffalo Bills,2024-10-15T00:15:00.000Z,Tyler Conklin,New York Jets,Receiving Yards,69.5,9,NA,NA,TAB
New York Jets v Buffalo Bills,2024-10-15T00:15:00.000Z,Tyler Conklin,New York Jets,Receiving Yards,79.5,13,NA,NA,TAB
New York Jets v Buffalo Bills,2024-10-15T00:15:00.000Z,Tyler Conklin,New York Jets,Receiving Yards,89.5,19,NA,NA,TAB
